taxa_name	pectoral_fin	pectoral_fin_inferred
Loricariichthys_sp._Schaefer_1987	1	2
Pholidophorus_bechei	1	2
Cetopsis_orinoco	1	2
Gagata_cenia	1	2
Astyanax_mexicanus	1	2
Amblyopsis_rosae	1	1
Chasmocranus_chimantanus	1	2
Notropis_braytoni	1	2
Hozukius_guyotensis	1	2
Netuma_bilineata	1	2
Cyttomimus_stelgis	1	2
Silurichthys_phaiosoma	1	2
Brachymystax_lenok	1	2
Pseudopimelodus_schultzi	1	2
Kneria_katangae	1	2
Rhamdia_quelen	1	2
Lipopterichthys_sp._Britto_2003	1	2
Rhamdella_longiuscula	1	2
Patagonotothen	1	2
Dekeyseria_niveata	1	2
Corydoras_trilineatus	1	2
Corydoras_ehrhardti	1	2
Oryzias_curvinotus	1	2
Allocyttus_niger	1	2
Pseudobagrus_microps	1	2
Phenacobius_teretulus	1	2
Rasbora_spilocerca	1	2
Scophthalmus_aquosus	1	2
Cetopsidae	1	2
Gorgasia	0	0
Imparfinis_sp._n._Bockman_1998	1	2
Psednos_micruroides	1	2
Muraenesocidae	1	1
Arnoldichthys_spilopterus	1	2
Ariopsis_latirostris	1	2
Hypostomus_emarginatus_2_Armbruster_2004	1	2
Agoniates_anchovia	1	2
Glanapteryx_anguilla	1	1
Pelteobagrus_eupogon	1	2
Pogonichthys_macrolepidotus	1	2
Mystus_bocourti	1	2
Mastacembelus_micropectus	1	1
Tribolodon	1	2
Corydoras_hastatus	1	2
Phenacobius_crassilabrum	1	2
Hybopsis_rubrifrons	1	2
Ictalurus_sp._Mo_1991	1	2
Ictalurus_furcatus	1	2
Aspistor_hardenbergi	1	2
Luxilus_coccogenis	1	2
Leptoscopidae	1	2
Citharoides_macrolepidotus	1	2
Liobagrus_cf._marginatus_Mo_1991	1	2
Dekeyseria_scaphirhyncha	1	2
Microlepidogaster_sp._Armbruster_2004	1	2
Gladioglanis_conquistador	1	2
Liparis_pulchellus	1	2
Synodus_synodus	1	2
Sciades_emphysetus	1	2
Neoplecostomus_sp._Britto_2003	1	2
Gymnotus_anguillaris	1	2
Mola_mola	1	2
Anaspidoglanis_macrostomus	1	2
Mastacembelus_frenatus	1	1
Zenion_hololepis	1	2
Ophisternon_aenigmaticum	0	0
Moringuidae	0	0
Speoplatyrhinus_poulsoni	1	1
Denticetopsis_praecox	1	2
Astroblepidae	1	2
Hemitremia_flammea	1	2
Enchodus_marchesettii	1	2
Forbesichthys_agassizii	1	1
Hydrocynus_brevis	1	2
Schilbe_laticeps	1	2
Franciscodoras	1	2
Gyrinocheilus_sp._Fink_and_Fink_1981	1	2
Lamprogrammus_shcherbachevi	1	1
Corydoras_arcuatus	1	2
Thermobiotes_mytilogeiton	0	0
Chiloglanis_carnosus	1	2
Rhinoliparis_barbulifer	1	2
Nannostomus_unifasciatus	1	2
Akysis_sp._2_Chen_1994	1	2
Notopteridae	1	1
Heptapterus_sympterygium	1	2
Comephoridae	1	1
Microsynodontis_emarginata	1	2
Danio_erythromicron	1	2
Enchodus_brevis	1	2
Grundulus_bogotensis	1	2
Chionodraco_hamatus	1	2
Eutropiichthys_vacha	1	2
Synodontis_njassae	1	2
Synodontis_nigrita	1	2
Remora_australis	1	2
Akysis_sp._3_de_Pinna_1996	1	2
Chaenodraco_wilsoni	1	2
Cetopsorhamdia_iheringi	1	2
Chaetostoma_fischeri	1	2
Pseudobagrus_ransonnettii	1	2
Limatulichthys_sp._Britto_2003	1	2
Thrissops_cf._T._subovatus_Arratia_1999	1	2
Chionodraco_rastrospinosus	1	2
Nemapteryx_augusta	1	2
Rhinelepis_aspera	1	2
Scoloplax_dolicholophia	1	2
Mastacembelus_ellipsifer	1	1
Ptychocheilus_grandis	1	2
Microlepidogaster_sp._Schaefer_1991	1	2
Channallabes_apus	0	0
Hypostomus_sp._round_snout_1_Armbruster_2004	1	2
Corydoras_n._sp._Britto_2003	1	2
Corydoras_punctatus	1	2
Aethotaxis_mitopteryx	1	2
Astroblepus_festae	1	2
Crystallichthys_cyclospilus	1	2
Margariscus	1	2
Cyprinella_spiloptera	1	2
Salmo_sp._Fink_and_Fink_1981	1	2
Pseudochaenichthys_georgianus	1	2
Synbranchus_marmoratus	0	0
Pterodoras_sp._Kailola_2004	1	2
Pseudobagrus_pictus	1	2
Careproctus_melanurus	1	2
Bathypterois_pectinatus	1	2
Centromochlus_sp._Rio_Negro_Royero_1999	1	2
Eigenmannia_sp._Fink_and_Fink_1981	1	2
Parancistrus_aurantiacus	1	2
Glyptothorax_fokiensis	1	2
Epibulus_insidiator	1	2
Bunocephalus	1	2
Xenoconger	1	1
Ictaluridae	1	2
Notropis_chlorocephalus	1	2
Pterygoplichthys_lituratus	1	2
Megalops_atlanticus	1	2
Elassodiscus_caudatus	1	2
Amsichthys_knighti	1	1
Chendol_keelini	1	1
Pseudobagarius_leucorhynchus	1	2
Saurida_tumbil	1	2
Chrysichthys_longibarbis	1	2
Odontognathus_mucronatus	1	1
Dissostichus	1	2
Hoplosternum_magdalenae	1	2
Mastacembelus_signatus	1	1
Otocinclus_sp._Schaefer_1987	1	2
Pachythrissops_furcatus	1	2
Hydrocynus_cf._brevis_Zanata_and_Vari_2005	1	2
Ariopsis_felis	1	2
Parenchodus_longipterygius	1	2
Heptapterus_stewarti	1	2
Apteronotus_apurensis	1	2
Farlowella_knerii	1	2
Coryphaena_hippurus	1	2
Oryzias_marmoratus	1	2
Centrolabrus	1	2
Brycinus_kingsleyae	1	2
Valenciidae	1	2
Blenniidae	1	1
Microglanis_poecilus	1	2
Entomocorus_benjamini	1	2
Belonoglanis_tenuis	1	2
Mastacembelus_platysoma	1	1
Ailiichthys_punctata	1	2
Bagrus_bajad	1	2
Capros_aper	1	2
Xyliphius_cf._melanopterus_Friel_1994	1	2
Mastiglanis_asopos	1	2
Cetomimoides_parri	1	1
Clupeocharax_schoutedeni	1	2
Gila_atraria	1	2
Osteogeneiosus_militaris	1	2
Natalichthys	1	1
Brachyrhamdia_imitator	1	2
Cyprinella_trichroistia	1	2
Ahliesaurus_berryi	1	2
Lithoxus_bovallii	1	2
Heptapterus_mustelinus	1	2
Genus_6_sp._Bockmann_1998	1	2
Luxilus_albeolus	1	2
Acentronichthys_sp._n._B_Bockmann_1998	1	2
Phenacogrammus_aurantiacus	1	2
Scopelarchidae	1	2
Copionodon_pecten	1	2
Oryzias_profundicola	1	2
Austroglanis_barnardi	1	2
Icosteus_aenigmaticus	1	1
Macrotocinclus_flexilis	1	2
Trichomycterus_itatiayae	1	2
Olivaichthys_mesembrinus	1	2
Cetopsis_amphiloxa	1	2
Rhabdolichops_troscheli	1	2
Notropis_ozarcanus	1	2
Brochis_splendens	1	2
Loricaria_sp._Schaefer_1987	1	2
Belonidae	1	1
Notropis_photogenis	1	2
Ostraciidae	1	1
Dianema_urostriatum	1	2
Doratonotus	1	2
Danionella_mirifica	1	2
Megadontognathus_cuyuniense	1	2
Sternopygidae	1	1
Bunocephalus_n._sp._2_Friel_1994	1	2
Pterobunocephalus_sp._Friel_1994	1	2
Hypoptopoma_joberti	1	2
Pareutropius_debauwi	1	2
Liobagrus_marginatus	1	2
Sciades_troschelii	1	2
Delturus_angulicauda	1	2
Leptolepis_coryphaenoides	1	2
Enchodus_venator	1	2
Ernstichthys_sp._de_Pinna_1996	1	2
Hypostomus_plecostomus_2_Armbruster_2004	1	2
Cirrhilabrus	1	2
Typhlobelus_ternetzi	1	1
Notropis_nazas	1	2
Tetraodontidae	1	1
Lophiidae	1	2
Zaprora_silenus	1	1
Algansea_avia	1	2
Neoarius_coatesi	1	2
Chaca_burmensis	1	2
Pimelodus_pictus	1	2
Barbatula_toni	1	2
Copionodon_orthiocarinatus	1	2
Mystus_tengara	1	2
Nocomis_biguttatus	1	2
Apareiodon_sp._Fink_and_Fink_1981	1	2
Nematistius_pectoralis	1	2
Opsariichthys_bidens	1	2
Misgurnus_fossilis	1	2
Glyptothorax_sinensis	1	2
Bathysauroides_gigas	1	2
Hoplomyzon_sp._Friel_1994	1	2
Bunocephalus_coracoideus	1	2
Corydoras_agassizii	1	2
Idiacanthus_atlanticus	0	0
Tanichthys_micagemmae	1	2
Plagiotremus	1	1
Heterocharax_macrolepis	1	2
Kronichthys_sp._2_Armbruster_2004	1	2
Chromobotia_macracanthus	1	2
Boulengerella_cuvieri	1	2
Parazenidae	1	2
cf._Arius_macrorhynchus_Kailola_2004	1	2
Synodontis_pleurops	1	2
Tatia_creutzbergi	1	2
Cochlefelis_insidiator	1	2
Chaenocephalus_aceratus	1	2
Imparfinis_stictonotus	1	2
Carangidae	1	1
Hoplocharax	1	2
Acestrorhynchus_nasutus	1	2
Trachelyopterichthys_taeniatus	1	2
Hypostomus_cochliodon	1	2
Enchodus_petrosus	1	2
Corydoras_cochui	1	2
Aphanotorulus_ammophilus	1	2
Nectoliparis_pelagicus	1	1
Ketengus_typus	1	2
Rhabdalestes_rhodesiensis	1	2
Chrysichthys_helicophagus	1	2
Bryconaethiops_macrops	1	2
Euchiloglanis_kishinouyei	1	2
Centromochlus_reticulatus	1	2
Micralestes_cf._elongatus_Zanata_and_Vari_2005	1	2
Heteropneustidae	1	2
Chrysichthys_cranchii	1	2
Pimelodina_flavipinnis	1	2
Tatia_intermedia	1	2
Pseudotrematomus_scotti	1	2
Cochlefelis_spatula	1	2
Psednos_melanocephalus	1	2
Anguillidae	1	1
Opsopoeodus_emiliae	1	2
Bunocephalus_sp._Friel_1994	1	2
Astroblepus_sp._Armbruster_2004	1	2
Aspredo_aspredo	1	2
Gonorynchus_greyi	1	2
Scoloplax_distolothrix	1	2
Ageneiosus_magoi	1	2
Phoxinus_erythrogaster	1	2
Microsynodontis_sp._Vigliotta_2008	1	2
Helogenes_castaneus	1	2
Ipnops_meadi	1	2
Pachythrissops_vectensis	1	2
Ictalurus_australis	1	2
Pseudomystus_leiacanthus	1	2
Phenacobius_mirabilis	1	2
Pterobunocephalus_dolichurus	1	2
Nemacheilus_insignis	1	2
Plotosus_anguillaris	1	2
Chrysichthys_grandis	1	2
Charax_gibbosus	1	2
Hemiodus_quadrimaculatus	1	2
Batasio_batasio	1	2
Mastacembelus_goro	1	1
Heteroconger	0	0
Luxilus_zonistius	1	2
Platystomatichthys_sturio	1	2
Bunocephalus_sp._2_Chen_1994	1	2
Fundulidae	1	2
Denticetopsis_sauli	1	2
Brycon_dentex	1	2
Glyptothorax_pectinopterus	1	2
Rhoadsia_altipinna	1	2
Cetopsidium_sp._de_Pinna,_Ferraris_and_Vari_2007	1	2
Pimephales_notatus	1	2
Lepidonotothen	1	2
Cetopsis_plumbea	1	2
Thymallus_thymallus	1	2
Evermannella_indica	1	2
Garo_khajuriai	1	1
Pariolius_armillatus	1	2
Couesius	1	2
Pseudochromis	1	1
Niwaella_delicata	1	2
Synodontis_batesii	1	2
Trachycorystes_trachycorystes	1	2
Parauchenoglanis_balayi	1	2
Pimelodella_sp._B_Bockmann_1998	1	2
Steindachnerina_elegans	1	2
Schistura_spilota	1	2
Bathybagrus_tetranema	1	2
Centromochlus_concolor	1	2
Hemipsilichthys_sp._Armbruster_2004	1	2
Chalceus_macrolepidotus	1	2
Opisthopterus_dovii	1	1
Entomocorus_gameroi	1	2
Lythrurus	1	2
Lignobrycon_myersi	1	2
Hoplias_malabaricus	1	2
Chiloglanis_occidentalis	1	2
Cetopsis_fimbriata	1	2
Brachypetersius_altus	1	2
Listrura_nematopteryx	1	1
Hydrolycus_wallacei	1	2
Kronichthys_sp._Schaefer_1987	1	2
Centromochlus_schultzi	1	2
Brachyrhamdia_marthae	1	2
Macrocephenchelys_brevirostris	1	1
Loricariichthys_sp._Britto_2003	1	2
Chrysichthys_delhezi	1	2
Remorina_albescens	1	2
Notropis_petersoni	1	2
Bunocephalus_larai	1	2
Phyllonemus_typus	1	2
Goodeidae	1	1
Pseudoloricaria_sp._Britto_2003	1	2
Misgurnus_anguillicaudatus	1	2
Engraulis_ringens	1	2
Clupeidae	1	1
Rhamdiopsis_sp._n._A_Bockmann_1998	1	2
Aspidoras_virgulatus	1	2
Synodontis_schall	1	2
Mystus_elongatus	1	2
Chrysichthys_auratus	1	2
Parotocinclus_spilosoma	1	2
Lophiosilurus_alexandri	1	2
Neoceratiidae	1	2
Hybognathus_hayi	1	2
Lophotidae	1	1
Plectrypops_lima	1	2
Triportheus_guentheri	1	2
Pseudobunocephalus_amazonicus	1	2
Cheilinus_abudjubbe	1	2
Brycinus_sadleri	1	2
Eurypleuron	1	1
Leptoancistrus_canensis	1	2
Kasatkia_memorabilis	1	1
Brustiarius_nox	1	2
Bagrus_ubangensis	1	2
Lasiancistrus_sp._Armbruster_2004	1	2
Ompok_leiacanthus	1	2
Akysis_sp._2_de_Pinna_1996	1	2
Corydoras_aurofrenatus	1	2
Anisochromis	1	1
Hybopsis_amblops	1	2
Gymnallabes_nops	0	0
Esox_americanus	1	2
Centromochlus_punctatus	1	2
Halimuraena	1	1
Pseudobunocephalus_bifidus	1	2
Magosternarchus_raptor	1	2
Pimephales_tenellus	1	2
Trichomycterus_rivulatus	1	2
Lithogenes_villosus	1	2
Magosternarchus_duccis	1	2
Pataecus	1	1
Parauchenoglanis_altipinnis	1	2
Careproctus_reinhardti	1	2
Roestes_sp._Lucena_and_Menezes_1998	1	2
Rusichthys	1	1
Loricariichthys_labialis	1	2
Oryzias_timorensis	1	2
Notropis_shumardi	1	2
Kronichthys	1	2
Mylopharodon_conocephalus	1	2
Cephalosilurus_fowleri	1	2
Gogo_brevibarbis	1	2
Cordylancistrus_torbesensis	1	2
Chiloglanis_polypogon	1	2
Listrura_camposi	1	1
Liobagrus_mediadiposalis	1	2
Bunocephalus_n._sp._3_Friel_1994	1	2
Synodontis_sp._Royero_1999	1	2
Trichonotidae	1	2
Ereuniidae	1	1
Cetopsis_coecutiens	1	2
Alabes	0	0
Melanocetidae	1	1
Plotosidae	1	2
Hypostomus_punctatus	1	2
Oligancistrus_punctatissimus	1	2
Bunocephalus_doriae	1	2
Myrocongridae	1	1
Hemibagrus_wyckii	1	2
Hybopsis_amnis	1	2
Corydoras_napoensis	1	2
Lepturacanthus	1	2
Notropis_buccula	1	2
Hepsetus_odoe	1	2
Chalceus_spilogyros	1	2
Pimelodella_sp._A_Bockmann_1998	1	2
Imparfinis_guttatus	1	2
Trigonostigma_hengeli	1	2
Doras_carinatus	1	2
Halimuraenoides	1	1
Synodontis_decora	1	2
Bathymyrus	1	1
Ranzania_laevis	1	2
Parotocinclus_sp._Schaefer_1991	1	2
Gymnallabes_typus	0	0
Parailia_pellucida	1	2
Oryzias_nigrimas	1	2
Scopelarchoides_signifer	1	2
Myoglanis_sp._Bockmann_1998	1	2
Crenichthys	1	1
Barbus_versluysii	1	2
Hypancistrus_inspector	1	2
Synbranchus_lampreia	0	0
Doumea_alula	1	2
Chalceus_epakros	1	2
Eurypharyngidae	1	2
Coryphaena_equiselis	1	2
Petersius_conserialis	1	2
Acestrorhynchus_falcirostris	1	2
Coccorella_atlantica	1	2
Liobagrus_andersoni	1	2
Ancistrus_sp._Britto_2003	1	2
Omosudis_lowii	1	2
Clarias_sp._Fink_and_Fink_1981	1	2
Osteogeneiosus_sp._Mo_1991	1	2
Stemonosudis_rothschildi	1	2
Rivulidae	1	1
Bagrichthys_hypselopterus	1	2
Serrasalmus_rhombeus	1	2
Pangasiidae	1	2
Chiloglanis_sp._C_Vigliotta_2008	1	2
Isbrueckerichthys_alipionis	1	2
Balistidae	1	1
Peckoltia_sp._1_Armbruster_2004	1	2
Epapterus_blohmi	1	2
Zacco_platypus	1	2
Lefua_nikkonis	1	2
Eumicrotremus_derjugini	1	2
Auchenipterichthys_longimanus	1	2
Sternarchella_sima	1	2
Triplophysa_stoliczkai	1	2
Cephalosilurus_apurensis	1	2
Pareiorhina_rudolphi	1	2
Retropinnidae	1	2
Propimelodus_sp._Mo_1991	1	2
Esox_lucius	1	2
Hypostomus_margaritifer	1	2
Megalancistrus_parananus	1	2
Mastacembelus_tanganicae	1	1
Kasatkia_seigeli	1	1
Aplocheilidae	1	2
Synodontis_nigriventris	1	2
New_genus_Schaefer_1991	1	2
Remora_osteochir	1	2
Ageneiosus_ucayalensis	1	2
Rivulus_breviceps	1	2
Magnisudis_atlantica	1	2
Batrachoididae	1	2
Corydoras_sp._A_Britto_2003	1	2
Chiloglanis_macropterus	1	2
Astyanax_parahybae	1	2
Cryptarius_truncatus	1	2
Doumea_gracila	1	2
Mastacembelus_cunningtoni	1	1
Cobitis_striata	1	2
Characidium_sp._Fink_and_Fink_1981	1	2
Lebiasina_provenzanoi	1	2
Rhynchocypris	1	2
Hisonotus_leucofrenatus	1	2
Hemiancistrus_landoni	1	2
Cottoperca_gobio	1	2
Osteoglossum_bicirrhosum	1	2
Mastacembelus_brichardi	1	1
Apteronotus_cuchillejo	1	2
Notropis_baileyi	1	2
Brycinus_leuciscus	1	2
Pseudexostoma_yunnanense	1	2
Oryzias_matanensis	1	2
Cyclopteridae	1	1
Synodontis_macrostigma	1	2
Hemiancistrus_aspidolepis	1	2
Parotocinclus_maculicauda	1	2
Akysidae	1	2
Lythrurus_fumeus	1	2
Glyptothorax_sp._Chen_1994	1	2
Oreoglanis_macropterus	1	2
Auchenipterus_sp._cuyuni_Royero_1999	1	2
Paralepis_brevirostris	1	2
Electrophorus_electricus	1	1
Sinogastromyzon_puliensis	1	2
Campostoma_ornatum	1	2
Genus_11_sp._Bockmann_1998	1	2
Notropis_longirostris	1	2
Notropis_atherinoides	1	2
Synodus_scituliceps	1	2
Doumea_typica	1	2
Amphilius_uranoscopus	1	2
Pseudobagrus_vachellii	1	2
Cyttus_australis	1	2
Mylocheilus_caurinus	1	2
Alestes_bimaculatus	1	2
Sturisoma_sp._Friel_1994	1	2
Imparfinis_nemacheir	1	2
Pseudobunocephalus_rugosus	1	2
Opisthopterus_valenciennesi	1	1
Trachydoras_sp._Vigliotta_2008	1	2
Triportheus_albus	1	2
Alepisaurus_brevirostris	1	2
Olyra_burmanica	1	2
Miuroglanis_platycephalus	1	1
Leiocassis_hosii	1	2
Galeichthys_feliceps	1	2
Parotocinclus_collinsae	1	2
Bagrichthys_macropterus	1	2
Diplomystes_sp._Vigliotta_2008	1	2
Hemibagrus_nemurus	1	2
Notropis_scepticus	1	2
Horadandia_atukorali	1	2
Neoarius_utarus	1	2
Ageneiosus_sp._2_Mo_1991	1	2
Diplomystes_chilensis	1	2
Paracetopsis_esmeraldas	1	2
Charax_pauciradiatus	1	2
Richardsonius_egregius	1	2
Microsynodontis_vigilis	1	2
Derichthys_serpentinus	1	1
Trichomycterus_mirissumba	1	2
Sciades_proops	1	2
Trematomus	1	2
Hemibagrus_guttatus	1	2
Corydoras_habrosus	1	2
Trachelyopterus_coriaceus	1	2
Sturisomatichthys_citurensis	1	2
Neoarius_berneyi	1	2
Crenuchus_spilurus	1	2
Loricaria_sp._Britto_2003	1	2
Orthrias_panthera	1	2
Chlidichthys	1	1
Snyderidia_canina	1	1
Sisor_rabdophorus	1	2
Oxycheilinus_orientalis	1	2
Chasmocranus_lopezi	1	2
Tetrabrachiidae	1	2
Sisoridae	1	2
Orinocodoras_eigenmanni	1	2
Pangasianodon_hypophthalmus	1	2
Ichthyborus_sp._Fink_and_Fink_1981	1	2
Lestidiops_affinis	1	2
Genus_2_sp._B_Bockmann_1998	1	2
Mystus_montanus	1	2
Hypostomus_boulengeri	1	2
Brycinus_lateralis	1	2
Proeutropiichthys_taakree	1	2
Lepidonotothen_squamifrons	1	2
Gymnotus_carapo	1	2
Hemibagrus_peguensis	1	2
Otothyris_sp._Schaefer_1991	1	2
Roeboides_sp._A_Lucena_and_Menezes_1998	1	2
Oncorhynchus_clarkii	1	2
Brachysynodontis_batensoda	1	2
Clinostomus_elongatus	1	2
Cyprinella_chloristia	1	2
Neoarius_midgleyi	1	2
Gephyroglanis_congicus	1	2
Hemibagrus_sabanus	1	2
Erethistes_pusillus	1	2
Pseudomystus_rugosus	1	2
Hemibagrus_planiceps	1	2
Pseudobagrus_truncatus	1	2
Oxycheilinus_bimaculatus	1	2
Formosania_lacustre	1	2
Callichthys_sp._Mo_1991	1	2
Lasiancistrus_guacharote	1	2
Amaralia_hypsiura	1	2
Corydoras_difluviatilis	1	2
Pseudolabrus_crassilabris	1	2
Coreobagrus_ichikawai	1	2
Amphilius_brevis	1	2
Sternarchogiton_sp._B_Albert_2001	1	2
Cetopsis_sandrae	1	2
Peckoltia_sp._big_spot_Armbruster_2004	1	2
Chaetostoma_breve	1	2
Alabes_brevis	0	0
Ictalurus_balsanus	1	2
Auchenoglanis_occidentalis	1	2
Tatia_neivai	1	2
Cathorops_spixii	1	2
Haliophis	1	1
Anaethalion_knorri	1	2
Prietella_phreatophila	1	2
Notropis_chiliticus	1	2
Pseudotrematomus_hansoni	1	2
Lepthoplosternum_pectorale	1	2
Oxycheilinus_arenatus	1	2
Guiritinga_barbus	1	2
Ogcocephalidae	1	2
Hara_hara	1	2
Nemichthyidae	1	1
Echeneis_neucratoides	1	2
Hemisorubim_platyrhynchos	1	2
Chrysichthys_punctatus	1	2
Batrochoglanis_raninus	1	2
Apteronotus_leptorhynchus	1	2
Genus_12_sp._Bockmann_1998	1	2
Schistura_fowleriana	1	2
Orthogonikleithrus_hoelli	1	2
Algansea_aphanea	1	2
Sundadanio_axelrodi	1	2
Synodus_foetens	1	2
Cheilinus_lunulatus	1	2
Parauchenoglanis_monkei	1	2
Notothenia_coriiceps	1	2
Ophisternon_afrum	0	0
Euchilichthys_sp._B_Vigliotta_2008	1	2
Culaea_inconstans	1	2
Glanidium_melanopterum	1	2
Nothobranchiidae	1	2
Amblyceps_mangois	1	2
Cetopsorhamdia_picklei	1	2
Neoarius_velutinus	1	2
Clarias_angolensis	1	2
Chrysichthys_bocagii	1	2
Piaractus_mesopotamicus	1	2
Trachinidae	1	2
Synodontis_contracta	1	2
Notropis_topeka	1	2
Brycon_pesu	1	2
Bunocephalus_sp._1_Chen_1994	1	2
Siluridae	1	1
Lamprogrammus_exutus	1	1
Parotocinclus_britskii	1	2
Pagothenia_borchgrevinki	1	2
Carapus	1	1
Pseudolaguvia_ribeiroi	1	2
Pseudotrematomus_bernacchii	1	2
Glyptothorax_platypogon	1	2
Boraras_micros	1	2
Bunocephalus_n._sp._1_Friel_1994	1	2
Nangra_nangra	1	2
Brycinus_macrolepidotus	1	2
Zeugopterus_punctatus	1	2
Sorubim_lima	1	2
Corydoras_undulatus	1	2
Parapsettus_panamensis	1	2
Pseudopimelodus_sp._Friel_1994	1	2
Gasterosteidae	1	1
Corydoras_leucomelas	1	2
Astroblepus_heterodon	1	2
Zaireichthys_rhodesiensis	1	2
Zeugopterus_regius	1	2
Reganella_sp._Britto_2003	1	2
Boraras_brigittae	1	2
Oxycheilinus_unifasciatus	1	2
Pseudomystus_inornatus	1	2
Synodontis_sorex	1	2
Palaeolycus_dreginensis	1	2
Gasterosteus_wheatlandi	1	2
Horiomyzon_retropinnatus	1	2
Pseudauchenipterus_jequitinhonhae	1	2
Aspidoras_poecilus	1	2
Notropis_spectrunculus	1	2
Hypostomus_robinii	1	2
Archolaemus_blax	1	2
Neopataecus	1	1
Megalodoras_uranoscopus	1	2
Mesoborus_sp._Fink_and_Fink_1981	1	2
Glyptothorax_sp._Friel_1994	1	2
Cetopsis_oliveirai	1	2
Schilbe_intermedius	1	2
Listrura_tetraradiata	1	1
Lepidogalaxiidae	1	2
Notropis_lutipinnis	1	2
Notropis_volucellus	1	2
Corydoras_bicolor	1	2
Pseudacanthicus_serratus	1	2
Chiloglanis_sp._D_Vigliotta_2008	1	2
Amblyceps_murraystuarti	1	2
Protoclupea_chilensis	1	2
Mystus_pelusius	1	2
Danio_margaritatus	1	2
Anaethalion_angustissimus	1	2
Amblyceps_laticeps	1	2
Hoplomyzon_n._sp._Friel_1994	1	2
Colocongridae	1	1
Exastilithoxus_sp._Armbruster_2004	1	2
Chlorophthalmus_atlanticus	1	2
Oryzias_pectoralis	1	2
Pareiorhaphis_bahianus	1	2
Grammicolepididae	1	2
Amphiliidae	1	2
Symphurus_williamsi	0&1	0&1
Liosomadoras_oncinus	1	2
Anoplogaster_cornuta	1	2
Congrogadus_malayanus	1	1
Pangio_anguillaris	1	2
Ariosoma	1	1
Phoxinus_perenurus	1	2
Macrhybopsis_meeki	1	2
Monopterus_cuchia	0	0
Hemibagrus_bongan	1	2
Hassar_orestis	1	2
Pillaia_kachinica	1	1
Helogenes_sp._Mo_1991	1	2
Notothenia_rossii	1	2
Panaqolus_purusiensis	1	2
Luxilus_cornutus	1	2
Agamyxis_albomaculatus	1	2
Micralestes_eburneensis	1	2
Chilodus_punctatus	1	2
Bathysauropsis_gracilis	1	2
Spinachia_spinachia	1	2
Pareiorhaphis_nudulus	1	2
Pseudorinelepis_genibarbis	1	2
Liparis_gibbus	1	2
Paralepididae	1	2
Chalceus_guaporensis	1	2
Moringua_edwardsi	1	1
Lythrurus_snelsoni	1	2
Diplomystidae	1	2
Cynodon_gibbus	1	2
Pseudobagrus_aurantiacus	1	2
Anarhichadidae	1	1
Pelteobagrus_ussuriensis	1	2
Euchilichthys_sp._C_Vigliotta_2008	1	2
Trachelyopterichthys_anduzei	1	2
Bathydraconidae	1	2
Piabucina_panamensis	1	2
Synodontis_alberti	1	2
Batasio_tengana	1	2
Oryzias_sarasinorum	1	2
Pseudobunocephalus_cf._bifidus_Friel_1994	1	2
Wallago_sp._Mo_1991	1	2
Chacidae	1	2
Nannoptopoma_spectabile	1	2
Tautogolabrus	1	2
Rineloricaria_teffeana	1	2
Hydrolycus_scomberoides	1	2
Ictalurus_pricei	1	2
Bathytyphlops_marionae	1	2
Corydoras_gracilis	1	2
Labrus	1	2
Cyprinella_callitaenia	1	2
Microglanis_parahybae	1	2
Pardiglanis_tarabinii	1	2
Oreoglanis_delacouri	1	2
Pangasianodon_gigas	1	2
Paralichthyidae	1	2
Demissolinea_novaeguineensis	1	2
Neoplecostomus_microps	1	2
Chendol_lubricus	1	1
Imparfinis_mirini	1	2
Robia_legula	1	1
Diceratiidae	1	1
Pseudancistrus_sp._Armbruster_2004	1	2
Mochokiella_paynei	1	2
Pseudomystus_stenomus	1	2
Varasichthyidae	1	2
Glanapteryx_niobium	1	1
Cynopotamus_tocantinensis	1	2
Micralestes_pabrensis	1	2
Cypho	1	1
Olyra_kempi	1	2
Simenchelys_parasitica	1	1
Corydoras_elegans	1	2
Clupisoma_garua	1	2
Monopterus_albus	0	0
Pagothenia	1	2
Orthodon_microlepidotus	1	2
Pimephales_vigilax	1	2
Roeboides_myersii	1	2
Acestrorhynchus_britskii	1	2
Bovichtidae	1	2
Thrissops_cf._T._formosus_Arratia_1999	1	2
Robinsia_catherinae	0	0
Corydoras_nattereri	1	2
Opisthopterus_effulgens	1	1
Pimelodella_sp._n._Bockmann_1998	1	2
Chaunacidae	1	2
Steatogenys_elegans	1	2
Hemibagrus_macropterus	1	2
Astroblepus_festae_sp._2_Mo_1991	1	2
Rita_kuturnee	1	2
Lepidocephalus_guntea	1	2
Scytalina_cerdale	1	2
Cetopsidium_pemon	1	2
Bunocephalus_n._sp._5_Friel_1994	1	2
Hybognathus_nuchalis	1	2
Charax_sp._Buckup_1998	1	2
Crossoloricaria_venezuelae	1	2
Masturus_lanceolatus	1	2
Notropis_stramineus	1	2
Exostoma_labiatum	1	2
Gladioglanis_machadoi	1	2
Synbranchidae	?	?
Hypostomus_plecostomoides	1	2
Bathypterois_viridensis	1	2
Aulichthys_japonicus	1	2
Acanthicus_hystrix	1	2
Gigantactinidae	1	1
Harengula_jaguana	1	2
Phoxinus_neogaeus	1	2
Pylodictis_olivaris	1	2
Dionda	1	2
Nemadoras_leporhinus	1	2
Mastacembelus_nigromarginatus	1	1
Elops_affinis	1	2
